勤め先会社名,提携窓口会社名,対象確認方法,紹介状提出期限,特典率,手数料率,対象者,連絡先,連絡先②,担当名
千歳防衛事務所,コーサイ・サービス株式会社,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-5315-4214,,佐藤
仙台ニコン,株式会社ベルス,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6328-5043,,小林・竹内・松田・五十嵐
仙台ターミナルビル,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
摂津清運,ライジングサポート株式会社,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6681-6709,,加藤、原田、室
摂津,ライジングサポート株式会社,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6681-6709,,加藤、原田、室
積水メディカル,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
石油資源開発,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
石川民医連職員共済会,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
石光商事,ライジングサポート株式会社,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6681-6709,,加藤、原田、室
石見紙工業,ライジングサポート株式会社,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6681-6709,,加藤、原田、室
石垣電材,株式会社パナソニック共済会,紹介カード受領,購入申込,0.005,0.005,関連会社従業員及びＯＢ,050-3164-0052,,吉久 紀子 yoshihisa.noriko@jp.panasonic.com
静岡日立,株式会社日立リアルエステートパートナーズ,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,090-9311-1696,,黒田
青森銀行共済会,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
青森オリンパス,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
青森オリンパス,株式会社ベルス,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6328-4654,,小林・竹内・松田・五十嵐
青山特殊鋼,株式会社日立リアルエステートパートナーズ,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,090-9311-1696,,黒田
西和工務店,ライジングサポート株式会社,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6681-6709,,加藤、原田、室
西部電気工業,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
西部ガスエネルギー,株式会社NTT ExCパートナー,紹介カード受領,購入申込,0.005,0.005,関連会社従業員・OB・会員,03-5860-3848,"リビングサービス共有アドレス：smile.c@nttexc.co.jp 
2020.11.09付でタカラレーベン西日本も追加
2023.07.01経営統合し商号変更　
2025.10.1～担当変更　黒田様
2025.12.3
メールアドレス変更
smile.c@nttexc.co.jp",大西・黒田・君嶋・大村・伊藤
西部ガス,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
西武信用金庫,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
西肥情報サービス,株式会社ベルス,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6328-4793,,小林・竹内・松田・五十嵐
西日本旅客鉄道,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
西日本電気システム,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
西日本長瀬,ライジングサポート株式会社,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6681-6709,,加藤、原田、室
西日本新聞社,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
西日本高速道路サービス四国,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
西日本高速道路エンジニアリング中国,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
西日本高速道路エンジニアリング九州,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
西日本高速道路エンジニアリング関西,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
西日本高速道路,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
西東京中央総合病院,株式会社ベルス,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6328-4924,,小林・竹内・松田・五十嵐
西東京バス,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
西鉄バス北九州,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
西鉄ストア,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
西鉄グループ共済会,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
西知多医療厚生組合職員互助会,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
西葛西・井上眼科病院,ライジングサポート株式会社,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6681-6709,,加藤、原田、室
生長会・悠人会職員互助会,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
生駒市職員互助会,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
成城石井共済会,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
成城石井,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
世田谷神経内科病院,株式会社ベルス,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6328-4932,,小林・竹内・松田・五十嵐
瑞穂,株式会社日立リアルエステートパートナーズ,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,090-9311-1696,,黒田
水戸証券,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
諏訪三社電機,株式会社パナソニック共済会,紹介カード受領,購入申込,0.005,0.005,関連会社従業員及びＯＢ,050-3164-0052,,吉久 紀子 yoshihisa.noriko@jp.panasonic.com
諏訪三社電機,ライジングサポート株式会社,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6681-6709,,加藤、原田、室
進和機工株式会社,ライジングサポート株式会社,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6681-6709,,加藤、原田、室
進和,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
進研アド,株式会社ベルス,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6328-5021,,小林・竹内・松田・五十嵐
神奈川中央交通共済組合,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
神奈川開発観光,株式会社ベルス,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6328-4476,,小林・竹内・松田・五十嵐
神港ビルヂング,東京海上日動ファシリティーズ株式会社,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,044-543-2323,,東（あずま）篤atsushi.azuma@tkn-f.jp輕部（かるべ）唯可yuika.karube@tkn-f.jp
神戸土地建物,ライジングサポート株式会社,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6681-6709,,加藤、原田、室
神戸電鉄共済会,ライジングサポート株式会社,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6681-6709,,加藤、原田、室
神戸市立学校教職員共済会,株式会社リロクラブ,紹介カード受領,初回来場,0.005,0.005,関連会社従業員,0120-982-291,050-3629-6956,①コールセンター②木下
神戸芸術工科大学・大学院,ライジングサポート株式会社,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6681-6709,,加藤、原田、室
神戸学校空調サービス,株式会社日立リアルエステートパートナーズ,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,090-9311-1696,,黒田
神戸ポートリサイクル,ライジングサポート株式会社,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6681-6709,,加藤、原田、室
神戸ビル管理,ライジングサポート株式会社,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6681-6709,,加藤、原田、室
神戸ﾃﾞｻﾞｲﾝｸﾘｴｲﾃｨﾌﾞ,ライジングサポート株式会社,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6681-6709,,加藤、原田、室
深緑会,ライジングサポート株式会社,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6681-6709,,加藤、原田、室
森林公園ゴルフ倶楽部,ライジングサポート株式会社,紹介カード受領,購入申込,0.005,0.005,関連会社従業員,03-6681-6709,,加藤、原田、室
